id,preferred_label,reuse_level,code,skill_category,coreness
10034,keep records of merchandise delivery,sector-specific,S2.2.5,S,0.014523967349361072
10035,perform kiln fermentation of tobacco leaves,sector-specific,S8.4.7,S,0.0003206020008117635
10036,manipulate stainless steel,sector-specific,S6.7.2,S,0.007691538801847273
10037,interact verbally in Portuguese,transversal,,L_use,0.0
10038,observe mixture characteristics,occupation-specific,S6.3.1,S,0.0
10039,landscaping materials,sector-specific,K8.1.2,K,0.010001844584953616
10040,organise information,cross-sector,S2.3.0,S,0.012589358204001838
10041,manage aircraft support systems,occupation-specific,S2.3.0,S,0.0
10042,investment analysis,sector-specific,K4.1.2,K,0.11596772952617056
10043,history of fashion,sector-specific,K2.1.2,K,0.014281661834146931
10044,control engineering,cross-sector,K7.1.4,K,0.09504454719098851
10045,music literature,sector-specific,K2.3.2,K,0.03942960167778671
10046,support fishery training procedures,sector-specific,S1.3.3,S,0.01451341718688489
10047,manage software localisation,occupation-specific,S4.2.1,S,0.0
10048,plan weapon use on stage,sector-specific,S1.12.3,S,0.0009881972943739268
10049,perform blending operations,sector-specific,S8.5.5,S,0.0034500409787194693
10050,participate in medical inventory control,cross-sector,S6.2.3,S,0.015097292867197644
10051,test safety strategies,cross-sector,S2.8.4,S,0.11277561177503874
10052,pump paint,occupation-specific,S8.4.3,S,0.0
10053,security panels,cross-sector,K6.0.2,K,0.00937159608492485
10054,identify market niches,cross-sector,S4.1.1,S,0.138378125659254
10055,pneumatics,cross-sector,K5.3.3,K,0.1097276756252275
10056,analyse texts to be illustrated,sector-specific,S2.7.0,S,0.0040771771334058675
10057,manage the store image,sector-specific,S1.6.2,S,0.002658761222609721
10058,philosophical schools of thought,cross-sector,K2.2.3,K,0.005277437924229964
10059,interpret artistic intentions,sector-specific,S1.12.0,S,0.00639727032738742
10060,optoelectronic devices,cross-sector,K7.1.4,K,0.01697751735421711
10061,draw blueprints,cross-sector,S1.12.1,S,0.10011063350778421
10062,promote social awareness,cross-sector,S1.2.4,S,0.031235425491633155
10063,operate heat sealing machinery,occupation-specific,S8.5.2,S,0.0
10064,mill operations,sector-specific,K7.2.1,K,0.013424931290725169
10065,develop professional network,cross-sector,S1.2.3,S,0.4652481895339359
10066,Vietnamese,transversal,L1,L,0.0
10067,use colour printing programs,sector-specific,S8.5.6,S,0.007600931353370575
10068,real-time computing,occupation-specific,K6.0.2,K,0.0
10069,types of orthopedic supplies,cross-sector,K9.1.5,K,0.02862898582712752
10070,apply GMP,sector-specific,S3.3.3,S,0.08045655613626114
10071,palliative settings,occupation-specific,K9.1.3,K,0.0
10072,handle cargo,cross-sector,S6.2.1,S,0.007062087166284262
10073,implement ICT network diagnostic tools,sector-specific,S5.2.1,S,0.013495391440549353
10074,tend cigarette making machine,occupation-specific,S8.5.0,S,0.0
10075,apply extensive study of beer styles from around the world,occupation-specific,S2.1.1,S,0.0
10076,program a CNC controller,cross-sector,S5.7.0,S,0.0834418933745718
10077,report accounts of the professional activity,sector-specific,S2.2.5,S,0.030916819665377238
10078,prepare purchasing reportings,sector-specific,S2.2.1,S,0.03547902552245053
10079,extract fatty acid,occupation-specific,S6.3.3,S,0.0
10080,inspect crane equipment,sector-specific,S2.8.1,S,0.006269396306187891
10081,build miniature props,sector-specific,S6.6.3,S,0.0020811241874820205
10082,cleaning of reusable packaging,sector-specific,K10.2.1,K,0.007212729644312298
10083,preset miniature sets,occupation-specific,S6.8.0,S,0.0
10084,interact verbally in French,transversal,,L_use,0.0
10085,mix construction grouts,sector-specific,S6.3.1,S,0.016435478078653597
10086,select new library items to acquire,sector-specific,S1.6.3,S,0.0
10087,types of strabismus,occupation-specific,K9.1.2,K,0.0
10088,psychology,cross-sector,K3.1.3,K,0.14603859425623866
10089,assess patients after surgery,occupation-specific,S2.1.2,S,0.0
10090,keep up-to-date to current customs regulations,sector-specific,S2.9.0,S,0.0023553551519440805
10091,oversee delivery of fuel,sector-specific,S2.8.2,S,0.006848727091875698
10092,define artistic approach,sector-specific,S1.12.3,S,0.04543517692730856
10093,develop appropriate health and safety measures in accordance with available resources,occupation-specific,S4.1.5,S,0.0
10094,chemical constitution of apples,sector-specific,K7.2.1,K,0.0012830303785380422
10095,prepare the restaurant for service,occupation-specific,S3.5.2,S,0.0
10096,use aquacultural heating equipment,sector-specific,S8.4.4,S,0.0009798331739115018
10097,maintain event records,sector-specific,S2.2.5,S,0.004895926452554903
10098,park vehicles,cross-sector,S8.2.0,S,0.02620612046950291
10099,types of metal manufacturing processes,sector-specific,K7.1.5,K,0.1496398047028767
10100,design microelectromechanical systems,cross-sector,S1.11.2,S,0.0022612202166971437
10101,prepare visual data,cross-sector,S5.6.2,S,0.09720771387383086
10102,cure composite workpiece,occupation-specific,S8.5.0,S,0.0
10103,place mirrors,occupation-specific,S6.8.0,S,0.0
10104,deputise for the mine manager,occupation-specific,S4.2.1,S,0.0
10105,create media schedule,cross-sector,S4.2.2,S,0.0034128343061856073
10106,SQL Server,sector-specific,K6.0.2,K,0.013726999730524839
10107,smooth glass surface,cross-sector,S6.7.3,S,0.02664744174637346
10108,issue sales quotations for repairs or maintenance,occupation-specific,S2.6.2,S,0.0
10109,adapt existing designs to changed circumstances,sector-specific,S1.12.3,S,0.036907597864557565
10110,train cleaning procedures,occupation-specific,K10.4.0,K,0.0
10111,perform risk assessment for fight actions,sector-specific,S2.7.5,S,0.0
10112,music therapy processes,sector-specific,K9.1.5,K,0.0013172742466245055
10113,anticipate change in car technology,occupation-specific,S2.9.0,S,0.0
10114,wide web flexographic printing press,occupation-specific,K2.1.1,K,0.0
10115,manage the handling of promotional materials,cross-sector,S4.2.2,S,0.06623767199212234
10116,assess art therapy sessions,sector-specific,S2.7.0,S,0.0005831182812833864
10117,liaise with the transported goods' workers,occupation-specific,S1.2.1,S,0.0
10118,cryopreservation,sector-specific,K5.1.1,K,0.0
10119,work with broad variety of personalities,cross-sector,S1.8.1,S,0.0019057385975442865
10120,blasting abrasives,occupation-specific,K10.1.1,K,0.0
10121,evaluate events,cross-sector,S2.7.6,S,0.0139193666057614
10122,liaise with board members,sector-specific,S1.2.1,S,0.04627463650740757
10123,sizes of paper,sector-specific,K7.2.2,K,0.0111108997193404
10124,achieve sales targets,cross-sector,S1.6.1,S,0.08164066960823091
10125,manage customer service,sector-specific,S4.2.1,S,0.07279504403340813
10126,monitor plant production,cross-sector,S2.8.2,S,0.08347228538866079
10127,identify music with commercial potential,sector-specific,S4.1.1,S,0.003725386021980515
10128,teach ergonomics in work place,occupation-specific,S1.3.2,S,0.0
10129,remove embryos,occupation-specific,S6.9.7,S,0.0
10130,provide domiciliary eyecare,occupation-specific,S3.6.2,S,0.0
10131,operate hot glue gun,cross-sector,S8.5.1,S,0.017932352206741484
10132,implement efficiency plans for logistics operations,cross-sector,S1.9.2,S,0.06982689093736978
10133,tend hoses,sector-specific,S6.11.1,S,0.0010954254876431742
10134,methods of differential diagnosis,occupation-specific,K9.1.4,K,0.0
10135,assist audiologists with screening,occupation-specific,S8.6.1,S,0.0
10136,abide by regulations on banned materials,sector-specific,S3.3.3,S,0.08670256195649237
10137,compile wine lists,sector-specific,S1.11.3,S,0.003080715890594503
10138,operate pyrotechnical control,sector-specific,S8.6.0,S,0.003766642216575331
10139,interact verbally in Estonian,transversal,,L_use,0.0
10140,use public space as a creative resource,occupation-specific,S1.14.2,S,0.0
10141,integrate content into output media,sector-specific,S5.5.2,S,0.03913202209679642
10142,link data between all inland business units,occupation-specific,S5.5.2,S,0.0
10143,provide security in detention centres,occupation-specific,S3.3.5,S,0.0
10144,monitor merchandise delivery,sector-specific,S2.8.2,S,0.01278824495843032
10145,research market prices for antiques,sector-specific,S2.1.1,S,0.009359407554604801
10146,perform gross post mortem examination on animals,sector-specific,S2.1.2,S,3.933215936301946e-05
10147,repair furniture machinery,sector-specific,S8.7.1,S,0.005170549282924111
10148,report touristic facts,occupation-specific,S2.2.5,S,0.0
10149,keep grant applicant informed,occupation-specific,S1.4.0,S,0.0
10150,perform minor repairs to equipment,cross-sector,S8.7.1,S,0.11547450302537586
10151,recommend product improvements,cross-sector,S1.5.3,S,0.13205602235236175
10152,prepare specialised meat products,sector-specific,S6.5.7,S,0.001770904430595493
10153,initiate contact with buyers,sector-specific,S1.7.2,S,0.014268313983005867
10154,compose music,sector-specific,S1.13.1,S,0.004002735283609501
10155,chemical aspects of sugar,sector-specific,K7.2.1,K,0.00281336886432406
10156,control the opening and closing of train doors,occupation-specific,S2.8.1,S,0.0
10157,demonstrate intercultural competence,transversal,A2.1.0,A,0.0
10158,control taxi schedules,occupation-specific,S4.2.2,S,0.0
10159,use localisation tools,occupation-specific,S1.15.2,S,0.0
10160,Buddhism,occupation-specific,K2.2.1,K,0.0
10161,comply with factory specifications in engine repair,occupation-specific,S8.7.1,S,0.0
10162,deliver Pilates exercises,occupation-specific,S1.3.5,S,0.0
10163,assess seizable goods,sector-specific,S2.6.2,S,0.0006065763903658567
10164,sales department processes,cross-sector,K4.1.6,K,0.04910013930305923
10165,bakery products,sector-specific,K7.2.1,K,0.004006044847139383
10166,prepare radiopharmaceuticals,occupation-specific,S3.2.5,S,0.0
10167,carry out hatchery production processes,sector-specific,S6.9.2,S,0.002964949516396798
10168,colour glass,cross-sector,S8.5.1,S,0.006484993569669762
10169,tend laser beam welding machine,sector-specific,S8.5.7,S,0.0
10170,legal environment in music,sector-specific,K4.2.0,K,0.00017734093990584988
10171,reflect on practice,sector-specific,S4.8.3,S,0.03401937530711557
10172,monitor end-product drying process,sector-specific,S8.4.7,S,0.006949992261936826
10173,provide advice on trademarks,cross-sector,S1.5.1,S,0.002481552854413631
10174,provide advertisement samples,sector-specific,S1.6.2,S,0.0
10175,clean engraved areas,sector-specific,S6.11.1,S,0.00929901034997843
10176,arrange permits,sector-specific,S2.2.3,S,0.0017091525463356913
10177,monitor growth rates of cultivated fish species,sector-specific,S6.9.2,S,0.008962671316177418
10178,radiological photography,occupation-specific,K9.1.4,K,0.0
10179,inspect animal welfare management,sector-specific,S2.8.6,S,0.0212108661206191
10180,ingredients for ice cream manufacturing,sector-specific,K7.2.1,K,0.003734966422486808
10181,smoke sensors,sector-specific,K7.1.5,K,0.0024921437546289843
10182,create new recipes,cross-sector,S1.11.3,S,0.019005583526018246
10183,monitor the production of eggs,sector-specific,S2.8.2,S,0.0013163316879386412
10184,modern brewing systems,sector-specific,K7.2.1,K,0.009419725855164589
10185,manage emergency evacuation plans,cross-sector,S1.8.5,S,0.14630756803527142
10186,differentiate nuance of colours,cross-sector,S1.12.0,S,0.0015944941503548244
10187,museum databases,sector-specific,K3.2.2,K,0.022097438713755902
10188,assist pilot in execution of emergency landing,occupation-specific,S8.9.0,S,0.0
10189,metalogic,occupation-specific,K2.2.3,K,0.0
10190,develop optical test procedures,sector-specific,S4.1.3,S,0.0
10191,prepared meals,sector-specific,K7.2.1,K,0.004373148574163285
10192,use hair removal techniques,sector-specific,S3.6.4,S,0.0011039118976686644
10193,types of pipelines,sector-specific,K7.3.2,K,0.06589826304334152
10194,shift energy demands,sector-specific,S8.4.4,S,0.0
10195,analyse ICT technical proposals,occupation-specific,S2.7.6,S,0.0
10196,oil rig legislation,sector-specific,K4.2.0,K,0.0027456991476757795
10197,meet with clients for legal services,cross-sector,S1.5.1,S,0.013413652560764804
10198,pack soap,sector-specific,S6.1.3,S,0.0022962115625967993
10199,food allergies,sector-specific,K9.1.5,K,0.07572711476482301
10200,manage hospitality revenue,cross-sector,S4.3.1,S,0.009860286383159198
10201,manage online content,sector-specific,S5.5.2,S,0.047678809159876274
10202,evaluate spatial information,sector-specific,S2.7.0,S,0.009595076114323864
10203,set window,cross-sector,S7.1.7,S,0.011744365519232235
10204,preheat kiln car,occupation-specific,S8.4.7,S,0.0
10205,manage mineral processing plant,occupation-specific,S8.4.1,S,0.0
10206,stamp refractory products,occupation-specific,S8.5.6,S,0.0
10207,compile data for navigation publications,sector-specific,S2.4.1,S,0.003266583029214703
10208,press soap into sheets,occupation-specific,S6.8.2,S,0.0
10209,edit recorded sound,sector-specific,S5.6.4,S,0.07828421308220221
10210,carry out checks of production plant equipment,cross-sector,S2.8.1,S,0.029115248641117322
10211,provide ICT support,cross-sector,S5.2.3,S,0.01066229406139029
10212,advise clients on interior design options,sector-specific,S1.5.3,S,0.012985899514613762
10213,behavioural therapy,sector-specific,K3.1.3,K,0.022464300806004832
10214,ensure proper document management,cross-sector,S2.2.0,S,0.1118791619016948
10215,analyse seismic risk,occupation-specific,S2.7.2,S,0.0
10216,write an architectural brief,occupation-specific,S1.13.3,S,0.0
10217,age alcoholic beverages in vats,sector-specific,S6.5.7,S,0.0062510277010170935
10218,attach lift motor cables,cross-sector,S7.1.8,S,0.0015560674146331273
10219,enforce customer's debt repayment,cross-sector,S2.8.3,S,0.008562979877070808
10220,immunotherapy,occupation-specific,K9.1.2,K,0.0
10221,military combat techniques,cross-sector,K10.3.1,K,0.017048127435136735
10222,log times of taxis,occupation-specific,S2.2.5,S,0.0
10223,manufacturing of door furniture from metal,sector-specific,K7.1.5,K,0.0389096293596687
10224,meat industry,occupation-specific,K7.2.1,K,0.0
10225,follow ethical code of conduct of journalists,sector-specific,A2.3.0,A,0.00743353358401057
10226,help grant recipient,sector-specific,S1.5.7,S,0.0015100138815020616
10227,review drafts,cross-sector,S1.8.3,S,0.02156590218683951
10228,work as a team,cross-sector,S1.8.1,S,0.02430487065609292
10229,monitor radiation levels,cross-sector,S2.8.5,S,0.033699199005573076
10230,maintain silk worm breeding room,sector-specific,S6.9.1,S,0.0
10231,style sheet languages,cross-sector,K6.0.2,K,0.019124635322687357
10232,keep up with innovations in food manufacturing,sector-specific,S2.9.0,S,0.01256655161096375
10233,dairy manufacturing specifications,sector-specific,K7.2.1,K,0.003368515476379174
10234,work independently,transversal,A1.16.0,A,0.0
10235,dispose non-food waste within the food industry,sector-specific,S6.13.2,S,0.0029695668281459232
10236,conduct airport security screening,sector-specific,S3.3.5,S,0.0025792905184152445
10237,treat medical conditions of elderly people,sector-specific,S3.2.1,S,0.0
10238,anthropology,sector-specific,K3.1.4,K,0.06756210469678697
10239,heat metals,sector-specific,S6.3.3,S,0.04417104177824145
10240,manage carriers,sector-specific,S4.2.1,S,0.0013749713530300633
10241,design dolls,occupation-specific,S1.11.0,S,0.0
10242,belay techniques,sector-specific,K10.1.5,K,0.007173392356408964
10243,implement spam protection,transversal,S5.2.2,S,0.0
10244,interact verbally in Berber,transversal,,L_use,0.0
10245,plan act lighting,sector-specific,S4.2.1,S,0.0
10246,maintain pharmacy records,sector-specific,S2.2.4,S,0.0031050035110307024
10247,perform safety data analysis,cross-sector,S5.5.2,S,0.004512585117869446
10248,develop media strategy,cross-sector,S4.1.2,S,0.062033921002228126
10249,measure call quality,sector-specific,S2.6.0,S,0.006568389685477242
10250,provide clinical psychological counselling,cross-sector,S3.2.4,S,0.0064985463404577315
10251,footwear stitching techniques,sector-specific,K7.2.3,K,0.0006634517149836075
10252,use specific writing techniques,sector-specific,S1.13.0,S,0.014331172874035921
10253,beverages production process,occupation-specific,K7.2.1,K,0.0
10254,evaluate industrial hygiene,cross-sector,S2.8.4,S,0.010498506854581261
10255,manage restaurant service,sector-specific,S4.8.1,S,0.010791451300750562
10256,ensure vehicles are equipped with accessibility equipment,sector-specific,S2.8.1,S,0.008317235601589713
10257,handle game complaints,sector-specific,S1.1.3,S,0.011161268173995955
10258,nutritional adequacy of food intake,sector-specific,K9.1.5,K,0.0026605409752828713
10259,biotechnology in aquaculture,cross-sector,K8.3.0,K,0.0
10260,specialised astrology software,occupation-specific,K6.0.1,K,0.0
10261,design medical supportive devices,occupation-specific,S6.5.2,S,0.0
10262,types of bath tubs,occupation-specific,K7.3.2,K,0.0
10263,insert reinforcement in mould,sector-specific,S6.6.1,S,0.0009231693101283352
10264,apply technical communication skills,cross-sector,S1.4.2,S,0.4385566689146269
10265,create underwriting guidelines,sector-specific,S2.7.5,S,0.005762060032382891
10266,tend automatic sewing machines,occupation-specific,S8.5.3,S,0.0
10267,lautering process,sector-specific,K7.2.1,K,0.004211512786732398
10268,install operating system,cross-sector,S5.2.1,S,0.0029915063113265567
10269,run test pressings,occupation-specific,S2.8.1,S,0.0
10270,repair ventilation equipment,cross-sector,S7.2.1,S,0.007309774584701642
10271,prescribe advanced nursing care,occupation-specific,S3.2.5,S,0.0
10272,make legislative decisions,sector-specific,S4.9.0,S,0.00016062969156495664
10273,civil law,cross-sector,K4.2.0,K,0.06720198901881241
10274,prepare flight reports,cross-sector,S2.2.5,S,0.0002692885726502332
10275,perform follow-up on pipeline route services,sector-specific,S4.2.1,S,0.02529015831013007
10276,animal biology,cross-sector,K5.1.1,K,0.010854511875799281
10277,advise on classroom guidance strategies,occupation-specific,S1.5.8,S,0.0
10278,operate foil printing machine,occupation-specific,S8.5.0,S,0.0
10279,interact verbally in Urdu,transversal,,L_use,0.0
10280,use aquaculture heavy equipment,sector-specific,S8.1.3,S,0.0031098639418190967
10281,operate dairy farms,occupation-specific,S6.9.1,S,0.0
10282,monitor loan portfolio,sector-specific,S2.8.3,S,0.009551881690811172
10283,types of boxes,sector-specific,K7.2.2,K,0.000462619521473507
10284,clinical disciplines in dentistry,sector-specific,K9.1.1,K,0.008542696156441277
10285,operate pulp moulding machine,sector-specific,S8.5.0,S,0.00036908479551190195
10286,advise on government policy compliance,cross-sector,S1.5.1,S,0.05252092472745797
10287,use geographic memory,cross-sector,S2.4.0,S,0.006773928775271041
10288,promote facilities management services,sector-specific,S1.6.2,S,0.012636137652097484
10289,educate the public about wildlife,cross-sector,S1.3.1,S,0.015703087469577885
10290,operate fibreglass spray gun,cross-sector,S8.5.1,S,0.0025805834432131476
10291,pre-grind nibs of cocoa,occupation-specific,S8.5.8,S,0.0
10292,psychopathology,sector-specific,K9.1.2,K,0.008230575883857538
10293,maintain inventory of rented items,sector-specific,S2.2.5,S,0.00852942418554605
10294,lighting techniques,cross-sector,K2.1.1,K,0.04455939606632377
10295,MATLAB,sector-specific,K6.0.3,K,0.16058686381674017
10296,assess quality characteristics of food products,sector-specific,S2.8.1,S,0.016349786565494632
10297,maintain props,sector-specific,S1.12.1,S,0.0007014105740273084
10298,license photo usage,occupation-specific,S2.2.3,S,0.0
10299,apply adhesive wall coating,sector-specific,S7.3.3,S,0.004566469257596536
10300,carry out humane harvesting practices,occupation-specific,S6.9.4,S,0.0
10301,urban pollution implications,sector-specific,K7.1.2,K,0.0
10302,write scientific papers,cross-sector,S1.13.3,S,0.23663713136822123
10303,declaim,sector-specific,S1.4.1,S,0.0026530589150819232
10304,create wood joints,cross-sector,S6.5.0,S,0.018923861624190547
10305,electromagnets,sector-specific,K7.1.4,K,0.0003193008127489105
10306,coat food products,sector-specific,S6.5.7,S,0.0016505172272225702
10307,teach circus acts,occupation-specific,S1.3.3,S,0.0
10308,install electric switches,cross-sector,S8.8.1,S,0.014399723556236763
10309,operate lifting equipment,cross-sector,S8.1.3,S,0.06891926436040348
10310,negotiate with social service stakeholders,cross-sector,S1.2.4,S,0.003989474865649809
10311,deliver visual presentation of data,sector-specific,S1.4.2,S,0.0583723121325775
10312,create set models,sector-specific,S6.6.3,S,0.012884135402914628
10313,weld underwater,occupation-specific,S7.1.6,S,0.0
10314,consult with stakeholders on implementation of a production,sector-specific,S1.2.1,S,0.003405220964238395
10315,create working methodology,cross-sector,S4.1.3,S,0.0
10316,use chemical analysis equipment,cross-sector,S8.6.3,S,0.14908085243174984
10317,psychoacoustics,sector-specific,K3.1.3,K,0.006345522334391629
10318,international import export regulations,sector-specific,K4.2.0,K,0.05366619123510511
10319,rig 3D characters,cross-sector,S5.6.3,S,0.0019863835957854266
10320,applied kinesiology,occupation-specific,K9.1.7,K,0.0
10321,perform damascening,cross-sector,S1.12.3,S,0.004145850892827117
10322,define geographic sales areas,cross-sector,S4.1.2,S,0.0
10323,organisational structure,cross-sector,K4.1.7,K,0.019410675540315905
10324,add scent,occupation-specific,S6.3.1,S,0.0
10325,safely detonate explosives,sector-specific,S3.3.1,S,0.0012296685267535455
10326,use food cutting tools,sector-specific,S6.7.1,S,0.016180038570005488
10327,check vehicles for sale,sector-specific,S2.8.1,S,0.0
10328,identify skills gaps,cross-sector,S4.8.3,S,0.0
10329,parts of metal rolling mill,occupation-specific,K7.1.5,K,0.0
10330,write batch record documentation,cross-sector,S2.2.5,S,0.06840741430938621
10331,prosthetic-orthotic examination,occupation-specific,K9.1.4,K,0.0
10332,understand spoken Berber,transversal,,L_use,0.0
10333,investigate customer complaints,sector-specific,S2.1.1,S,0.034556101033149426
10334,interact verbally in Dutch,transversal,,L_use,0.0
10335,monitor temperature in farinaceous processes,sector-specific,S8.5.4,S,0.004162849686058372
10336,organise retail sampling events,sector-specific,S4.2.2,S,0.004942268603260419
10337,provide safeguarding to individuals,cross-sector,S3.2.4,S,0.0
10338,operate a ceramics kiln,sector-specific,S8.4.7,S,0.016098435273669578
10339,ICT architectural frameworks,sector-specific,K6.0.3,K,0.006935188716907089
10340,present exhibition,sector-specific,S1.4.1,S,0.048165859336181616
10341,lacquer paint applications,cross-sector,K7.3.2,K,0.005149018379157391
10342,select music,sector-specific,S1.14.2,S,0.00867271074601176
10343,clean painting equipment,sector-specific,S6.11.1,S,0.0102057339780015
10344,determine skin type,cross-sector,S3.6.4,S,0.013072067316949106
10345,synthetic resins,cross-sector,K7.2.2,K,0.006039050481572268
10346,desktop publishing,cross-sector,K6.0.1,K,0.05369323121730916
10347,CAD for footwear,sector-specific,K7.2.3,K,0.0013355350764362606
10348,consult with design team,sector-specific,S1.2.1,S,0.04882080708891788
10349,set up stage lights,cross-sector,S1.12.1,S,0.0
10350,build props,sector-specific,S1.12.3,S,0.005342694640328423
10351,operate games,sector-specific,S1.14.3,S,0.0034769555907385977
10352,verify engraving accuracy,sector-specific,S2.1.0,S,0.003616112762925056
10353,tend computer numerical control lathe machine,cross-sector,S5.7.0,S,0.03156796798802352
10354,prepare subgrade for road pavement,sector-specific,S7.0.0,S,0.003403454409753801
10355,industrial heating systems,cross-sector,K7.1.3,K,0.18036681166929175
10356,transport horses,sector-specific,S6.9.3,S,0.006226147341766252
10357,prevent paper jams,sector-specific,S4.4.3,S,0.011501765942641464
10358,implement front-end website design,sector-specific,S5.2.1,S,0.0027073725386778155
10359,types of chain,occupation-specific,K2.1.4,K,0.0
10360,trade securities,cross-sector,S1.6.0,S,0.020392020650518622
10361,application usability,sector-specific,K6.0.3,K,0.02001419035317863
10362,protect the environment from the impact of the digital technologies,transversal,S3.3.2,S,0.0
10363,port regulation,sector-specific,K10.4.0,K,0.005907831202619246
10364,stop speeding vehicles,cross-sector,S1.8.2,S,0.00012413842485976465
10365,teach electricity principles,sector-specific,S1.3.1,S,0.00548571374204006
10366,types of spring,cross-sector,K7.1.5,K,0.00970692818419848
10367,operate wine pumps,occupation-specific,S8.4.3,S,0.0
10368,develop energy policy,sector-specific,S4.1.3,S,0.03825705777085074
10369,maneuver stone blocks,sector-specific,S6.2.2,S,0.006147583906154193
10370,apply standard feeding and nutrition protocols,sector-specific,S6.9.5,S,0.006638041740665304
10371,operate gas turbines,occupation-specific,S8.4.4,S,0.0
10372,provide information on education financing,sector-specific,S1.5.2,S,0.012985007534819328
10373,have access to shipping rates,sector-specific,S2.7.3,S,0.009063648596370925
10374,repair industrial equipment,occupation-specific,S8.7.1,S,0.0
10375,electromagnetic spectrum,cross-sector,K5.3.3,K,0.03350025275911425
10376,consult credit score,sector-specific,S2.7.3,S,0.014730306456433532
10377,inspect fish stock,sector-specific,S2.8.6,S,0.006308294398146304
10378,produce violin components,sector-specific,S6.5.1,S,0.0
10379,watches and jewellery products,sector-specific,K2.1.4,K,0.04494091879278667
10380,develop recreation programmes,sector-specific,S4.1.3,S,0.04146083939217509
10381,operate distillation equipment,sector-specific,S8.4.5,S,0.0015096649152556614
10382,alkali stages of refining processes for edible oils,sector-specific,K7.2.1,K,0.0018949903475718914
10383,develop jewellery designs,sector-specific,S1.12.3,S,0.04437692537665061
10384,support discharge from physiotherapy,occupation-specific,S1.5.4,S,0.0
10385,pathogenic microorganisms in food,sector-specific,K7.2.1,K,0.01682303661355514
10386,encourage counselled clients to examine themselves,sector-specific,S3.1.1,S,0.004628156746518747
10387,study groundwater,sector-specific,S2.7.1,S,0.004710693022943071
10388,design electromechanical systems,cross-sector,S1.11.2,S,0.09075715568324452
10389,report analysis results,cross-sector,S2.2.6,S,0.26277013174274166
10390,use body modification techniques,occupation-specific,S3.6.4,S,0.0
10391,spot valuable items,sector-specific,S2.6.2,S,0.0
10392,adjust priorities,cross-sector,S4.2.2,S,0.00354385197585058
10393,interact verbally in Telugu,transversal,,L_use,0.0
10394,homeopathy remedies,sector-specific,K9.1.7,K,0.0
10395,give live presentation,cross-sector,S1.4.1,S,0.08455107868953267
10396,lay concrete slabs,sector-specific,S7.1.4,S,0.0041738204216034
10397,ensure contract termination and follow-up,occupation-specific,S3.3.3,S,0.0
10398,transport fish,sector-specific,S6.9.3,S,0.0027963824406002273
10399,fossil fuels,cross-sector,K7.1.3,K,0.04044863966549985
10400,collaborate on international energy projects,sector-specific,S1.5.5,S,0.03780020357302636
10401,secure crane,occupation-specific,S7.1.8,S,0.0
10402,monitor film development baths,sector-specific,S6.8.0,S,0.00020092192571579494
10403,manage claims process,cross-sector,S1.1.2,S,0.032262597871214105
10404,organise facilities for office personnel,cross-sector,S4.4.3,S,0.01898869153113999
10405,install recycling containers,sector-specific,S6.13.2,S,0.0015651161370408458
10406,amusement park emergency procedures,sector-specific,K10.3.2,K,0.0015592193574223941
10407,position base plates,sector-specific,S6.8.2,S,0.00026355430045245306
10408,provide secured transportation,cross-sector,S3.3.5,S,0.0017760583965194285
10409,manage project metrics,cross-sector,S2.8.2,S,0.06835417221817565
10410,keep records of bid history,occupation-specific,S2.2.5,S,0.0
10411,clean moulds,cross-sector,S6.11.1,S,0.021547676465220492
10412,palliative care,sector-specific,K9.1.3,K,0.040256350033479125
10413,"relationship between buildings, people and the environment",occupation-specific,K7.3.1,K,0.0
10414,arrange in-home services for patients,sector-specific,S4.2.2,S,0.0
10415,perform cost accounting activities,cross-sector,S4.3.1,S,0.05509556463414704
10416,manage maintenance operations,cross-sector,S4.2.1,S,0.10403721160912126
10417,perfume raw materials,sector-specific,K7.2.2,K,0.0033011102888888047
10418,liaise with engineers,cross-sector,S1.2.1,S,0.2340238007726956
10419,textile trends,cross-sector,K7.2.3,K,0.016759308296682023
10420,Serbian,transversal,L1,L,0.0
10421,analyse customer service surveys,cross-sector,S2.7.4,S,0.03996059790983868
10422,quality standards applicable to aquaculture products,sector-specific,K8.3.0,K,0.004148341798230373
10423,unstructured data,sector-specific,K6.0.2,K,0.02868021834133896
10424,CA Datacom/DB,sector-specific,K6.0.2,K,0.02012138524720642
10425,sell office equipment,occupation-specific,S1.6.1,S,0.0
10426,write Belarusian,transversal,,L_use,0.0
10427,record production data,cross-sector,S2.2.5,S,0.01195890702021524
10428,grow plants,sector-specific,S6.4.1,S,0.007480306615996454
10429,livestock species,sector-specific,K5.1.1,K,0.01860374127092943
10430,create insurance policies,cross-sector,S1.13.3,S,0.008929682481978195
10431,maintain footwear assembling equipment,sector-specific,S8.7.2,S,0.010333364262143728
10432,carry out meteorological research,sector-specific,S2.1.1,S,0.009026284087058098
10433,develop public relations strategies,cross-sector,S4.1.2,S,0.03774088066524029
10434,arrange ordering of products for customers,sector-specific,S3.4.4,S,0.001332816392495635
10435,maintain bar cleanliness,sector-specific,S6.11.2,S,0.00018607189043282955
10436,produce different surface finishes,occupation-specific,S7.3.4,S,0.0
10437,contribute to the choreographer's process of reflection,sector-specific,S1.12.3,S,0.0
10438,think creatively,transversal,S1.0.0,S,0.0
