task_id,task,detailed_work_activity,intermediate_work_activity,element,mean_task_SML,impact,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,qD,q19,q20,q21,q22,q23
11941,Insert control instructions into machine control units to start operation.,"Enter commands, instructions, or specifications into equipment.",Program computer systems or production equipment.,Interacting With Computers,3.525,0.0017783000308337904,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.5
11942,Check to ensure that workpieces are properly lubricated and cooled during machine operation.,Monitor lubrication of equipment or workpieces.,Monitor equipment operation.,"Monitor Processes, Materials, or Surroundings",3.65,-0.008232939822386598,4.0,4.0,3.5,5.0,4.0,3.0,4.0,3.5,3.5,3.5,4.0,3.5,4.0,3.5,4.0,3.5,3.5,3.5,4.0,4.0,4.0,4.0,2.0,2.0
11943,Input initial part dimensions into machine control panels.,"Enter commands, instructions, or specifications into equipment.",Program computer systems or production equipment.,Interacting With Computers,3.525,0.001677644923312016,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.5
11944,Set up and operate computer-controlled machines or robots to perform one or more machine functions on metal or plastic workpieces.,Program equipment to perform production tasks.,Program computer systems or production equipment.,Interacting With Computers,3.45,0.007773394952263146,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.5,2.5
11945,Confer with supervisors or programmers to resolve machine malfunctions or production errors or to obtain approval to continue production.,Confer with others to resolve production problems or equipment malfunctions.,Coordinate with others to resolve problems.,"Communicating with Supervisors, Peers, or Subordinates",2.8,0.05592841315332642,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0
11946,"Review program specifications or blueprints to determine and set machine operations and sequencing, finished workpiece dimensions, or numerical control sequences.",Study blueprints or other instructions to determine equipment setup requirements.,Read documents or materials to inform work processes.,Getting Information,3.625,-0.00615642155797147,4.0,4.0,3.5,4.0,4.0,4.0,3.5,3.5,4.0,4.0,3.5,3.5,4.0,4.0,4.0,3.5,4.0,4.0,4.0,3.5,4.0,3.5,2.0,2.0
11947,Monitor machine operation and control panel displays and compare readings to specifications to detect malfunctions.,Monitor equipment operation to ensure proper functioning.,Monitor equipment operation.,"Monitor Processes, Materials, or Surroundings",3.375,0.013508337607463616,3.0,3.5,4.0,3.5,2.5,3.0,4.0,4.0,2.5,4.0,4.5,3.5,3.0,3.5,4.0,3.0,3.5,2.5,4.0,3.0,3.5,3.5,2.0,3.0
11948,Control coolant systems.,Adjust equipment controls to regulate coolant flow.,Adjust equipment to ensure adequate performance.,Handling and Moving Objects,3.775,-0.017346320718047537,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0
11949,"Maintain machines and remove and replace broken or worn machine tools, using hand tools.",Replace worn equipment components.,Repair tools or equipment.,Repairing and Maintaining Mechanical Equipment,3.483333333333333,0.004855811840434043,4.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.0,3.333333333333333,3.333333333333333,3.6666666666666665,4.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,4.0,3.333333333333333,2.6666666666666665,2.6666666666666665,3.333333333333333,4.0,3.0,3.6666666666666665,4.333333333333333,1.6666666666666667,2.0
11950,Stack or load finished items or place items on conveyor systems.,Stack finished items for further processing or shipment.,"Load products, materials, or equipment for transportation or further processing.",Performing General Physical Activities,3.375,0.013183678008548583,4.5,4.5,3.0,2.5,4.5,4.0,2.5,3.0,4.5,3.0,1.5,3.0,5.0,3.5,1.5,3.5,3.5,1.5,3.5,3.5,3.5,3.0,2.0,3.0
11951,"Clean machines, tooling, or parts, using solvents or solutions and rags.",Clean production equipment.,"Clean tools, equipment, facilities, or work areas.",Performing General Physical Activities,3.925,-0.027209431437636766,4.5,4.5,4.0,4.5,3.5,4.5,4.0,4.5,4.0,4.0,4.5,4.0,3.5,4.0,3.5,4.0,3.5,4.5,4.5,4.0,4.0,4.0,1.0,3.0
11952,"Enter commands or load control media, such as tapes, cards, or disks, into machine controllers to retrieve programmed instructions.","Enter commands, instructions, or specifications into equipment.",Program computer systems or production equipment.,Interacting With Computers,3.525,0.0017446996011543092,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.5
11953,"Transfer commands from servers to computer numerical control (CNC) modules, using computer network links.","Enter commands, instructions, or specifications into equipment.",Program computer systems or production equipment.,Interacting With Computers,3.525,0.001786707781893604,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.5
11954,Set up future jobs while machines are operating.,Program equipment to perform production tasks.,Program computer systems or production equipment.,Interacting With Computers,3.45,0.007004666476610133,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.5,2.5
11955,"Implement changes to machine programs and enter new specifications, using computers.",Program equipment to perform production tasks.,Program computer systems or production equipment.,Interacting With Computers,3.4875,0.004393237262888761,4.0,3.5,3.0,3.5,3.5,3.5,4.0,4.0,3.0,4.0,4.0,4.0,3.5,3.0,4.0,3.0,3.0,3.5,4.0,3.5,3.0,3.5,3.25,2.0
11956,Write simple programs for computer-controlled machine tools.,Program equipment to perform production tasks.,Program computer systems or production equipment.,Interacting With Computers,3.45,0.0070593818958428756,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.5,2.5
11957,"Examine electronic components for defects or completeness of laser-beam trimming, using microscopes.",Test electrical equipment or systems to ensure proper functioning.,Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Material",3.975,-0.02960950955060415,5.0,4.5,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0
11958,Lay out and mark areas of parts to be shot-peened and fill hoppers with shot.,Draw guide lines or markings on materials or workpieces using patterns or other references.,Position materials or components for assembly.,Handling and Moving Objects,3.4125,0.009630006316777795,3.5,4.0,3.5,4.0,3.5,3.5,3.5,4.0,4.0,3.25,3.5,4.0,3.0,3.0,3.5,3.5,3.5,3.5,4.0,3.5,3.5,3.5,1.5,2.0
11959,"Determine the sequence of machine operations, and select the proper cutting tools needed to machine workpieces into the desired shapes.",Select production equipment according to product specifications.,Select materials or equipment for operations or projects.,Making Decisions and Solving Problems,3.525,-0.010149411629204685,3.5,3.5,3.75,4.0,3.25,4.0,4.0,4.0,4.0,3.5,3.75,3.25,3.5,4.0,4.0,3.75,4.0,4.0,4.0,4.0,2.75,3.25,2.25,2.25
11960,"Revise programs or tapes to eliminate errors, and retest programs to check that problems have been solved.",Program equipment to perform production tasks.,Program computer systems or production equipment.,Interacting With Computers,3.45,0.00156290039907514,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.5,2.5
11961,"Analyze job orders, drawings, blueprints, specifications, printed circuit board pattern films, and design data to calculate dimensions, tool selection, machine speeds, and feed rates.",Study blueprints or other instructions to determine equipment setup requirements.,Read documents or materials to inform work processes.,Getting Information,3.625,-0.024893497109863993,4.0,4.0,3.5,4.0,4.0,4.0,3.5,3.5,4.0,4.0,3.5,3.5,4.0,4.0,4.0,3.5,4.0,4.0,4.0,3.5,4.0,3.5,2.0,2.0
11962,"Determine reference points, machine cutting paths, or hole locations, and compute angular and linear dimensions, radii, and curvatures.",Determine production equipment settings.,Determine operational methods or procedures.,Making Decisions and Solving Problems,3.725,-0.03697552344057975,4.25,4.0,4.0,3.75,3.25,3.75,4.25,4.0,4.25,3.5,4.0,3.5,4.0,3.75,4.0,3.5,3.75,3.75,4.0,4.25,2.75,3.5,3.25,2.5
11963,Observe machines on trial runs or conduct computer simulations to ensure that programs and machinery will function properly and produce items that meet specifications.,Conduct test runs of production equipment.,Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Material",3.45,0.0015153131593201863,4.0,5.0,2.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,1.0,4.0,1.0,5.0,5.0,3.0,3.0,3.0,2.0,1.0
11965,Enter coordinates of hole locations into program memories by depressing pedals or buttons of programmers.,"Enter commands, instructions, or specifications into equipment.",Program computer systems or production equipment.,Interacting With Computers,3.525,-0.008812844904852568,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.5
11966,"Write programs in the language of a machine's controller and store programs on media such as punch tapes, magnetic tapes, or disks.",Program equipment to perform production tasks.,Program computer systems or production equipment.,Interacting With Computers,3.45,0.0016346651523972966,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.5,2.5
11967,Modify existing programs to enhance efficiency.,Program equipment to perform production tasks.,Program computer systems or production equipment.,Interacting With Computers,3.45,0.0014679291391317406,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.5,2.5
11968,"Enter computer commands to store or retrieve parts patterns, graphic displays, or programs that transfer data to other media.","Enter commands, instructions, or specifications into equipment.",Program computer systems or production equipment.,Interacting With Computers,3.525,-0.009230844806368488,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.5
11969,"Prepare geometric layouts from graphic displays, using computer-assisted drafting software or drafting instruments and graph paper.",Create diagrams or blueprints for workpieces or products.,Create visual designs or displays.,Thinking Creatively,3.075,0.05545024783178043,3.0,4.0,4.0,4.0,2.5,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.5,2.5
11970,Write instruction sheets and cutter lists for a machine's controller to guide setup and encode numerical control tapes.,Program equipment to perform production tasks.,Program computer systems or production equipment.,Interacting With Computers,3.45,0.00156290039907514,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.5,2.5
11971,Sort shop orders into groups to maximize materials utilization and minimize machine setup time.,Plan production or operational procedures or sequences.,Plan work activities.,"Organizing, Planning, and Prioritizing Work",3.05,0.05670390767894329,3.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0
11972,"Draw machine tool paths on pattern film, using colored markers and following guidelines for tool speed and efficiency.",Draw guide lines or markings on materials or workpieces using patterns or other references.,Position materials or components for assembly.,Handling and Moving Objects,3.45,0.0014403818172157301,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0
11973,"Align and secure pattern film on reference tables of optical programmers, and observe enlarger scope views of printed circuit boards.","Position patterns on equipment, materials, or workpieces.",Position tools or equipment.,Handling and Moving Objects,3.8,-0.03890033390346481,3.75,3.0,4.0,4.0,3.5,4.0,3.5,4.0,4.25,4.25,3.5,4.25,4.0,4.0,2.75,4.0,3.75,3.0,4.0,4.25,3.75,4.0,3.0,3.0
11974,"Verify conformance of machined work to specifications, using measuring instruments, such as calipers, micrometers, or fixed or telescoping gauges.",Measure dimensions of completed products or workpieces to verify conformance to specifications.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",4.075,-0.15058035547750492,4.5,4.5,3.0,4.5,4.0,5.0,4.5,5.0,5.0,4.5,4.5,4.5,4.5,4.0,5.0,3.5,2.0,3.5,5.0,3.0,4.0,5.0,1.5,1.0
11975,"Study machining instructions, job orders, or blueprints to determine dimensional or finish specifications, sequences of operations, setups, or tooling requirements.",Review blueprints or other instructions to determine operational methods or sequences.,Read documents or materials to inform work processes.,Getting Information,3.45,0.021785417740115776,4.0,3.6666666666666665,3.333333333333333,3.6666666666666665,3.1666666666666665,3.333333333333333,3.6666666666666665,3.5,3.1666666666666665,3.5,3.5,3.333333333333333,3.6666666666666665,3.333333333333333,3.8333333333333335,4.0,3.5,3.6666666666666665,4.166666666666667,3.1666666666666665,3.333333333333333,3.5,2.833333333333333,3.1666666666666665
11976,"Select and set cutting speeds, feed rates, depths of cuts, and cutting tools, according to machining instructions or knowledge of metal properties.",Set equipment controls to meet cutting specifications.,Adjust equipment to ensure adequate performance.,Handling and Moving Objects,3.325,0.053913736303801585,4.5,3.0,3.5,3.5,3.0,3.0,3.5,3.0,3.5,3.0,4.5,3.5,3.0,2.5,2.0,4.0,3.0,3.0,4.0,3.5,3.0,3.0,3.0,3.0
11977,Install tools in spindles.,Mount attachments or tools onto production equipment.,Position workpieces or materials on equipment.,Handling and Moving Objects,3.225,0.07964592017583882,3.0,3.0,3.0,4.0,3.5,4.0,2.0,3.5,3.5,3.5,2.5,3.0,4.0,3.5,2.5,3.5,4.0,2.5,4.0,4.0,3.5,4.0,2.0,1.0
11978,"Change worn cutting tools, using wrenches.",Replace worn equipment components.,Repair tools or equipment.,Repairing and Maintaining Mechanical Equipment,3.65,-0.03203203049898029,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0
11979,"Position and secure workpieces on tables, using bolts, jigs, clamps, shims, or other holding devices.",Mount materials or workpieces onto production equipment.,Position workpieces or materials on equipment.,Handling and Moving Objects,3.8,-0.06833482693300752,3.5,3.0,4.0,4.0,3.5,4.0,3.5,4.0,5.0,4.5,3.0,4.5,3.5,4.0,2.5,4.0,3.5,3.0,4.0,4.0,4.0,4.0,3.0,3.0
11980,Move machine controls to lower tools to workpieces and to engage automatic feeds.,"Drill holes in parts, equipment, or materials.",Drill holes in earth or materials.,Handling and Moving Objects,3.375,0.040372365141218225,3.5,4.0,3.5,4.0,3.5,3.5,3.5,3.5,3.0,4.0,3.5,4.0,3.0,3.5,3.0,4.0,4.0,3.0,4.0,3.5,3.0,3.0,2.0,2.0
11981,Turn valves and direct flow of coolants or cutting oil over cutting areas.,Adjust equipment controls to regulate coolant flow.,Adjust equipment to ensure adequate performance.,Handling and Moving Objects,3.775,-0.05835021740668722,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0
11982,Operate single- or multiple-spindle drill presses to bore holes so that machining operations can be performed on metal or plastic workpieces.,"Drill holes in parts, equipment, or materials.",Drill holes in earth or materials.,Handling and Moving Objects,3.375,0.036896234730420474,3.5,4.0,3.5,4.0,3.5,3.5,3.5,3.5,3.0,4.0,3.5,4.0,3.0,3.5,3.0,4.0,4.0,3.0,4.0,3.5,3.0,3.0,2.0,2.0
11983,"Establish zero reference points on workpieces, such as at the intersections of two edges or over hole locations.",Draw guide lines or markings on materials or workpieces using patterns or other references.,Position materials or components for assembly.,Handling and Moving Objects,3.45,0.02028106626401538,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0
11984,Observe drilling or boring machine operations to detect any problems.,Watch operating equipment to detect malfunctions.,Monitor equipment operation.,"Monitor Processes, Materials, or Surroundings",3.575,-0.01137143830132814,5.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.5
11985,Lift workpieces onto work tables either manually or with hoists or direct crane operators to lift and position workpieces.,Signal others to coordinate work activities.,Signal others to coordinate work activities.,"Communicating with Supervisors, Peers, or Subordinates",3.625,-0.023933203824482163,4.0,4.5,3.25,3.5,3.0,3.5,3.5,3.5,4.25,3.75,3.5,3.5,4.5,3.75,4.0,3.0,4.0,3.0,4.0,3.5,4.0,4.5,2.25,2.25
11986,"Lay out reference lines and machining locations on work, using layout tools, and applying knowledge of shop math and layout techniques.",Draw guide lines or markings on materials or workpieces using patterns or other references.,Position materials or components for assembly.,Handling and Moving Objects,3.45,0.01943446783877789,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0
11987,"Perform minor assembly, such as fastening parts with nuts, bolts, or screws, using power tools or hand tools.",Assemble metal or plastic parts or products.,Assemble products or work aids.,Handling and Moving Objects,3.775,-0.05698490559917779,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,1.5,3.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,2.0,2.0
11988,"Verify that workpiece reference lines are parallel to the axis of table rotation, using dial indicators mounted in spindles.",Align parts or workpieces to ensure proper assembly.,Position materials or components for assembly.,Handling and Moving Objects,3.05,0.1187564647504189,2.5,3.5,2.0,3.5,2.0,3.0,3.0,3.0,3.0,4.5,3.5,3.0,3.0,4.0,3.0,3.0,2.5,4.5,4.5,1.5,5.0,3.5,2.0,1.0
11989,Operate tracing attachments to duplicate contours from templates or models.,Draw guide lines or markings on materials or workpieces using patterns or other references.,Position materials or components for assembly.,Handling and Moving Objects,3.45,0.017360831118024223,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0
11990,"Sharpen cutting tools, using bench grinders.",Sharpen cutting or grinding tools.,Maintain tools or equipment.,Repairing and Maintaining Mechanical Equipment,3.5625,-0.007267993483932145,3.75,3.75,3.25,4.0,3.0,3.75,3.5,3.5,4.0,3.75,4.25,3.75,3.5,4.0,3.5,4.0,3.5,3.5,4.0,3.5,3.75,3.5,2.75,2.0
11991,"Inspect sample workpieces to verify conformance with specifications, using instruments such as gauges, micrometers, and dial indicators.",Measure dimensions of completed products or workpieces to verify conformance to specifications.,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",4.075,-0.04292650371705342,4.5,4.5,3.0,4.5,4.0,5.0,4.5,5.0,5.0,4.5,4.5,4.5,4.5,4.0,5.0,3.5,2.0,3.5,5.0,3.0,4.0,5.0,1.5,1.0
11992,"Study blueprints, layouts or charts, and job orders for information on specifications and tooling instructions, and to determine material requirements and operational sequences.",Review blueprints or other instructions to determine operational methods or sequences.,Read documents or materials to inform work processes.,Getting Information,3.3625,0.010443353257556964,4.0,3.5,3.25,3.5,2.75,3.0,3.75,3.5,2.75,3.25,3.5,3.25,3.5,3.0,3.75,4.25,3.25,3.5,4.25,3.0,3.0,3.5,3.25,3.75
11993,Adjust machine controls and change tool settings to keep dimensions within specified tolerances.,Operate metal or plastic forming equipment.,Operate industrial processing or production equipment.,Controlling Machines and Processes,3.4,0.008471570398007167,3.5,3.5,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.5,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0
11994,"Move controls to set cutting speeds and depths and feed rates, and to position tools in relation to workpieces.",Set equipment controls to meet cutting specifications.,Adjust equipment to ensure adequate performance.,Handling and Moving Objects,3.325,0.012905376973449734,4.5,3.0,3.5,3.5,3.0,3.0,3.5,3.0,3.5,3.0,4.5,3.5,3.0,2.5,2.0,4.0,3.0,3.0,4.0,3.5,3.0,3.0,3.0,3.0
11995,Start lathe or turning machines and observe operations to ensure that specifications are met.,Operate cutting equipment.,Operate cutting or grinding equipment.,Controlling Machines and Processes,3.275,0.017379910546436506,4.0,3.5,2.0,3.5,3.5,3.0,2.5,3.5,3.0,3.0,3.5,4.0,4.0,3.0,4.0,3.5,2.5,3.0,4.0,3.5,3.5,3.5,2.5,2.5
11996,"Select cutting tools and tooling instructions, according to written specifications or knowledge of metal properties and shop mathematics.",Select production equipment according to product specifications.,Select materials or equipment for operations or projects.,Making Decisions and Solving Problems,3.525,-0.0013277108319842412,3.0,3.0,3.5,4.0,3.5,4.0,4.0,4.0,4.0,4.0,3.5,3.5,3.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,3.5,3.5,2.0,2.5
11997,"Crank machines through cycles, stopping to adjust tool positions and machine controls to ensure specified timing, clearances, and tolerances.",Conduct test runs of production equipment.,Test performance of equipment or systems.,"Inspecting Equipment, Structures, or Material",3.45,0.00410078855693552,4.0,5.0,2.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,1.0,4.0,1.0,5.0,5.0,3.0,3.0,3.0,2.0,1.0
11998,"Lift metal stock or workpieces manually or using hoists, and position and secure them in machines, using fasteners and hand tools.",Lift materials or workpieces using cranes or other lifting equipment.,Operate lifting or moving equipment.,Controlling Machines and Processes,3.8125,-0.02042065639862889,3.75,4.0,4.0,4.0,3.25,4.0,3.75,4.0,5.0,4.25,3.0,4.25,4.25,3.75,3.25,3.5,3.75,2.5,4.0,4.0,4.0,4.5,2.25,2.25
11999,"Replace worn tools, and sharpen dull cutting tools and dies, using bench grinders or cutter-grinding machines.",Replace worn equipment components.,Repair tools or equipment.,Repairing and Maintaining Mechanical Equipment,3.5916666666666672,-0.006564438390553207,3.8333333333333335,3.8333333333333335,3.1666666666666665,3.6666666666666665,3.0,3.8333333333333335,4.0,3.6666666666666665,4.0,3.8333333333333335,4.166666666666667,3.8333333333333335,3.333333333333333,4.0,3.6666666666666665,3.333333333333333,2.6666666666666665,3.6666666666666665,4.0,3.333333333333333,3.8333333333333335,4.0,2.5,2.0
12000,"Position, secure, and align cutting tools in toolholders on machines, using hand tools, and verify their positions with measuring instruments.",Mount attachments or tools onto production equipment.,Position workpieces or materials on equipment.,Handling and Moving Objects,3.225,0.02078077276265411,3.0,3.0,3.0,4.0,3.5,4.0,2.0,3.5,3.5,3.5,2.5,3.0,4.0,3.5,2.5,3.5,4.0,2.5,4.0,4.0,3.5,4.0,2.0,1.0
12001,"Compute unspecified dimensions and machine settings, using knowledge of metal properties and shop mathematics.","Calculate dimensions of workpieces, products, or equipment.","Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information",3.925,-0.029193952410588864,4.5,4.0,4.0,3.5,3.5,3.5,4.5,4.0,4.5,4.0,4.0,4.0,4.0,3.5,4.0,3.0,3.5,3.5,4.0,4.5,3.5,4.0,4.0,3.0
12002,"Install holding fixtures, cams, gears, and stops to control stock and tool movement, using hand tools, power tools, and measuring instruments.",Install mechanical components in production equipment.,Set up equipment.,Handling and Moving Objects,3.225,0.019669092993315207,3.75,3.0,2.75,3.5,3.75,3.25,2.0,3.75,3.5,3.5,3.25,3.25,4.0,3.0,3.25,3.5,4.0,3.25,4.0,3.5,3.25,4.0,2.0,1.5
12004,Turn valve handles to direct the flow of coolant onto work areas or to coat disks with spinning compounds.,Adjust equipment controls to regulate coolant flow.,Adjust equipment to ensure adequate performance.,Handling and Moving Objects,3.775,-0.017776117749448872,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0
12005,"Mount attachments, such as relieving or tracing attachments, to perform operations, such as duplicating contours of templates or trimming workpieces.",Mount attachments or tools onto production equipment.,Position workpieces or materials on equipment.,Handling and Moving Objects,3.225,0.01702425431868093,3.0,3.0,3.0,4.0,3.5,4.0,2.0,3.5,3.5,3.5,2.5,3.0,4.0,3.5,2.5,3.5,4.0,2.5,4.0,4.0,3.5,4.0,2.0,1.0
12006,"Collect samples, or signal workers to sample metal for analysis.",Signal others to coordinate work activities.,Signal others to coordinate work activities.,"Communicating with Supervisors, Peers, or Subordinates",3.525,0.002587383948328803,4.0,4.25,3.25,3.5,3.5,3.5,3.25,3.5,3.75,3.75,3.75,3.25,4.0,3.75,3.5,3.0,3.0,3.25,3.5,3.5,3.25,4.25,3.0,2.0
12007,"Pour and regulate the flow of molten metal into molds and forms to produce ingots or other castings, using ladles or hand-controlled mechanisms.",Adjust equipment controls to regulate flow of production materials or products.,Adjust equipment to ensure adequate performance.,Handling and Moving Objects,3.4875,0.005505099722859175,3.5,4.25,3.5,4.25,3.0,3.25,3.75,4.5,3.0,4.0,3.75,4.0,2.75,3.25,3.75,4.25,3.25,3.75,4.25,3.75,3.5,3.5,2.0,2.0
12008,"Read temperature gauges and observe color changes, adjusting furnace flames, torches, or electrical heating units as necessary to melt metal to specifications.",Adjust temperature controls of ovens or other heating equipment.,Adjust equipment to ensure adequate performance.,Handling and Moving Objects,3.675,-0.008712703774862884,3.5,3.5,2.5,3.5,3.25,3.5,3.0,3.5,4.5,4.5,5.0,4.5,3.0,4.0,2.5,2.5,3.0,5.0,5.0,3.0,5.0,4.0,3.25,1.5
12009,"Examine molds to ensure they are clean, smooth, and properly coated.",Inspect production equipment.,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Material",4.15,-0.04524723005315989,4.0,4.0,3.5,4.0,5.0,4.0,4.5,4.0,4.5,4.0,4.5,5.0,4.5,4.0,4.0,4.0,4.5,4.0,4.5,4.0,4.0,5.0,3.0,3.0
12010,"Position equipment such as ladles, grinding wheels, pouring nozzles, or crucibles, or signal other workers to position equipment.",Signal others to coordinate work activities.,Signal others to coordinate work activities.,"Communicating with Supervisors, Peers, or Subordinates",3.325,0.01584854999005003,3.5,3.5,2.75,3.5,3.25,3.5,2.5,3.25,3.5,3.5,3.25,3.0,4.0,3.75,3.25,3.25,4.0,3.25,4.0,3.5,3.75,4.0,2.5,2.0
12011,"Skim slag or remove excess metal from ingots or equipment, using hand tools, strainers, rakes, or burners, collecting scrap for recycling.",Skim impurities from molten metal.,Prepare industrial materials for processing or use.,Handling and Moving Objects,3.6,-0.002847968024086711,3.75,3.0,3.5,4.0,3.25,3.0,4.25,3.75,4.0,4.25,4.0,3.75,3.5,4.0,3.25,3.75,3.0,3.25,3.75,3.5,4.0,4.25,2.5,2.0
12012,"Turn valves to circulate water through cores, or spray water on filled molds to cool and solidify metal.",Apply parting agents or other solutions to molds.,Remove workpieces from production equipment.,Handling and Moving Objects,3.8,-0.017102304747328212,4.5,3.5,3.5,4.0,3.5,4.0,4.0,4.0,3.75,4.0,4.0,4.0,4.0,4.0,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.75,2.5
